抽せん日,year,month,day,dayofweek,一致数_label,信頼度,pred_1,pred_2,pred_3,pred_4,pred_len,pred_sum,pred_min,pred_max,pred_range,pred_mean,pred_std,true_1,true_2,true_3,true_4,true_len,true_sum,true_min,true_max,true_range,true_mean,true_std,match_count_calc,hit_flag,model_Diffusion,model_Forced3Match,model_ForcedStraight,model_PPO,model_Self,model_Synthetic,pred_idx_予測1,pred_idx_予測2,pred_idx_予測3,pred_idx_予測4
1995-01-24,1995,1,24,1,1,1.2028,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,1,0,1,3,4,5,0,3,3,1.25,1.0897247358851685,1,True,False,False,False,False,True,False,True,False,False,False
1995-01-24,1995,1,24,1,4,1.2167,0,1,1,3,4,5,0,3,3,1.25,1.0897247358851685,1,0,1,3,4,5,0,3,3,1.25,1.0897247358851685,4,True,False,False,True,False,False,False,False,True,False,False
1995-01-24,1995,1,24,1,0,1.1949,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,1,0,1,3,4,5,0,3,3,1.25,1.0897247358851685,0,False,False,False,False,False,True,False,False,False,True,False
1995-01-24,1995,1,24,1,2,1.1926,0,1,4,9,4,14,0,9,9,3.5,3.5,1,0,1,3,4,5,0,3,3,1.25,1.0897247358851685,2,True,False,False,False,False,True,False,False,False,False,True
1995-01-27,1995,1,27,4,2,1.2032,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,2,2,6,4,4,14,2,6,4,3.5,1.6583123951777,2,True,False,False,False,False,True,False,True,False,False,False
1995-01-27,1995,1,27,4,4,1.2533,2,2,4,6,4,14,2,6,4,3.5,1.6583123951777,2,2,6,4,4,14,2,6,4,3.5,1.6583123951777,4,True,False,False,True,False,False,False,False,True,False,False
1995-01-27,1995,1,27,4,1,1.195,0,1,4,9,4,14,0,9,9,3.5,3.5,2,2,6,4,4,14,2,6,4,3.5,1.6583123951777,1,True,False,False,False,False,True,False,False,False,True,False
1995-01-27,1995,1,27,4,2,1.1949,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,2,2,6,4,4,14,2,6,4,3.5,1.6583123951777,2,True,False,False,False,False,True,False,False,False,False,True
1995-01-31,1995,1,31,1,2,1.1611,0,2,5,6,4,13,0,6,6,3.25,2.384848003542364,3,8,2,5,4,18,2,8,6,4.5,2.29128784747792,2,True,False,False,False,True,False,False,True,False,False,False
1995-01-31,1995,1,31,1,2,1.2029,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,3,8,2,5,4,18,2,8,6,4.5,2.29128784747792,2,True,False,False,False,False,True,False,False,True,False,False
1995-01-31,1995,1,31,1,1,1.2,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,3,8,2,5,4,18,2,8,6,4.5,2.29128784747792,1,True,False,False,False,False,True,False,False,False,True,False
1995-01-31,1995,1,31,1,0,1.1922,0,1,4,9,4,14,0,9,9,3.5,3.5,3,8,2,5,4,18,2,8,6,4.5,2.29128784747792,0,False,False,False,False,False,True,False,False,False,False,True
1995-02-03,1995,2,3,4,2,1.1962,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,7,0,5,9,4,21,0,9,9,5.25,3.344772040064913,2,True,False,False,False,False,True,False,True,False,False,False
1995-02-03,1995,2,3,4,4,1.235,0,5,7,9,4,21,0,9,9,5.25,3.344772040064913,7,0,5,9,4,21,0,9,9,5.25,3.344772040064913,4,True,False,False,True,False,False,False,False,True,False,False
1995-02-03,1995,2,3,4,2,1.2004,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,7,0,5,9,4,21,0,9,9,5.25,3.344772040064913,2,True,False,False,False,False,True,False,False,False,True,False
1995-02-03,1995,2,3,4,2,1.1922,0,1,4,9,4,14,0,9,9,3.5,3.5,7,0,5,9,4,21,0,9,9,5.25,3.344772040064913,2,True,False,False,False,False,True,False,False,False,False,True
1995-02-07,1995,2,7,1,0,1.1395,1,4,6,9,4,20,1,9,8,5.0,2.9154759474226504,0,2,8,3,4,13,0,8,8,3.25,2.947456530637899,0,False,False,False,False,True,False,False,True,False,False,False
1995-02-07,1995,2,7,1,2,1.1978,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,0,2,8,3,4,13,0,8,8,3.25,2.947456530637899,2,True,False,False,False,False,True,False,False,True,False,False
1995-02-07,1995,2,7,1,1,1.1924,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,0,2,8,3,4,13,0,8,8,3.25,2.947456530637899,1,True,False,False,False,False,True,False,False,False,True,False
1995-02-07,1995,2,7,1,1,1.1857,0,1,4,9,4,14,0,9,9,3.5,3.5,0,2,8,3,4,13,0,8,8,3.25,2.947456530637899,1,True,False,False,False,False,True,False,False,False,False,True
1995-02-10,1995,2,10,4,1,1.1451,1,4,6,9,4,20,1,9,8,5.0,2.9154759474226504,2,3,2,1,4,8,1,3,2,2.0,0.7071067811865476,1,True,False,False,False,True,False,False,True,False,False,False
1995-02-10,1995,2,10,4,1,1.1989,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,2,3,2,1,4,8,1,3,2,2.0,0.7071067811865476,1,True,False,False,False,False,True,False,False,True,False,False
1995-02-10,1995,2,10,4,2,1.1923,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,2,3,2,1,4,8,1,3,2,2.0,0.7071067811865476,2,True,False,False,False,False,True,False,False,False,True,False
1995-02-10,1995,2,10,4,1,1.1869,0,1,4,9,4,14,0,9,9,3.5,3.5,2,3,2,1,4,8,1,3,2,2.0,0.7071067811865476,1,True,False,False,False,False,True,False,False,False,False,True
1995-02-14,1995,2,14,1,1,1.099,6,7,8,9,4,30,6,9,3,7.5,1.118033988749895,4,5,5,6,4,20,4,6,2,5.0,0.7071067811865476,1,True,False,False,False,True,False,False,True,False,False,False
1995-02-14,1995,2,14,1,4,1.2349,4,5,5,6,4,20,4,6,2,5.0,0.7071067811865476,4,5,5,6,4,20,4,6,2,5.0,0.7071067811865476,4,True,False,False,True,False,False,False,False,True,False,False
1995-02-14,1995,2,14,1,2,1.2004,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,4,5,5,6,4,20,4,6,2,5.0,0.7071067811865476,2,True,False,False,False,False,True,False,False,False,True,False
1995-02-14,1995,2,14,1,0,1.1952,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,4,5,5,6,4,20,4,6,2,5.0,0.7071067811865476,0,False,False,False,False,False,True,False,False,False,False,True
1995-02-17,1995,2,17,4,2,1.1568,0,2,5,6,4,13,0,6,6,3.25,2.384848003542364,3,3,6,0,4,12,0,6,6,3.0,2.1213203435596424,2,True,False,False,False,True,False,False,True,False,False,False
1995-02-17,1995,2,17,4,4,1.2339,0,3,3,6,4,12,0,6,6,3.0,2.1213203435596424,3,3,6,0,4,12,0,6,6,3.0,2.1213203435596424,4,True,False,False,True,False,False,False,False,True,False,False
1995-02-17,1995,2,17,4,1,1.2003,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,3,3,6,0,4,12,0,6,6,3.0,2.1213203435596424,1,True,False,False,False,False,True,False,False,False,True,False
1995-02-17,1995,2,17,4,0,1.1952,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,3,3,6,0,4,12,0,6,6,3.0,2.1213203435596424,0,False,False,False,False,False,True,False,False,False,False,True
1995-02-21,1995,2,21,1,2,1.1112,2,4,5,8,4,19,2,8,6,4.75,2.165063509461097,4,9,0,8,4,21,0,9,9,5.25,3.5619517121937516,2,True,False,False,False,True,False,False,True,False,False,False
1995-02-21,1995,2,21,1,2,1.1987,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,4,9,0,8,4,21,0,9,9,5.25,3.5619517121937516,2,True,False,False,False,False,True,False,False,True,False,False
1995-02-21,1995,2,21,1,1,1.1952,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,4,9,0,8,4,21,0,9,9,5.25,3.5619517121937516,1,True,False,False,False,False,True,False,False,False,True,False
1995-02-21,1995,2,21,1,1,1.1828,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,4,9,0,8,4,21,0,9,9,5.25,3.5619517121937516,1,True,False,False,False,False,True,False,False,False,False,True
1995-02-24,1995,2,24,4,1,1.2,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,3,4,6,6,4,19,3,6,3,4.75,1.299038105676658,1,True,False,False,False,False,True,False,True,False,False,False
1995-02-24,1995,2,24,4,4,1.2365,3,4,6,6,4,19,3,6,3,4.75,1.299038105676658,3,4,6,6,4,19,3,6,3,4.75,1.299038105676658,4,True,False,False,True,False,False,False,False,True,False,False
1995-02-24,1995,2,24,4,0,1.1926,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,3,4,6,6,4,19,3,6,3,4.75,1.299038105676658,0,False,False,False,False,False,True,False,False,False,True,False
1995-02-24,1995,2,24,4,3,1.183,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,3,4,6,6,4,19,3,6,3,4.75,1.299038105676658,3,True,False,False,False,False,True,False,False,False,False,True
1995-02-28,1995,2,28,1,1,1.1361,0,5,7,9,4,21,0,9,9,5.25,3.344772040064913,2,0,6,1,4,9,0,6,6,2.25,2.277608394786075,1,True,False,False,False,True,False,False,True,False,False,False
1995-02-28,1995,2,28,1,4,1.2479,0,1,2,6,4,9,0,6,6,2.25,2.277608394786075,2,0,6,1,4,9,0,6,6,2.25,2.277608394786075,4,True,False,False,True,False,False,False,False,True,False,False
1995-02-28,1995,2,28,1,2,1.2006,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,2,0,6,1,4,9,0,6,6,2.25,2.277608394786075,2,True,False,False,False,False,True,False,False,False,True,False
1995-02-28,1995,2,28,1,1,1.1926,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,2,0,6,1,4,9,0,6,6,2.25,2.277608394786075,1,True,False,False,False,False,True,False,False,False,False,True
1995-03-03,1995,3,3,4,2,1.1361,0,5,7,9,4,21,0,9,9,5.25,3.344772040064913,7,5,6,6,4,24,5,7,2,6.0,0.7071067811865476,2,True,False,False,False,True,False,False,True,False,False,False
1995-03-03,1995,3,3,4,4,1.2402,5,6,6,7,4,24,5,7,2,6.0,0.7071067811865476,7,5,6,6,4,24,5,7,2,6.0,0.7071067811865476,4,True,False,False,True,False,False,False,False,True,False,False
1995-03-03,1995,3,3,4,1,1.1987,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,7,5,6,6,4,24,5,7,2,6.0,0.7071067811865476,1,True,False,False,False,False,True,False,False,False,True,False
1995-03-03,1995,3,3,4,1,1.1882,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,7,5,6,6,4,24,5,7,2,6.0,0.7071067811865476,1,True,False,False,False,False,True,False,False,False,False,True
1995-03-07,1995,3,7,1,2,1.1951,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,4,8,3,0,4,15,0,8,8,3.75,2.8613807855648994,2,True,False,False,False,False,True,False,True,False,False,False
1995-03-07,1995,3,7,1,4,1.2012,0,3,4,8,4,15,0,8,8,3.75,2.8613807855648994,4,8,3,0,4,15,0,8,8,3.75,2.8613807855648994,4,True,False,False,True,False,False,False,False,True,False,False
1995-03-07,1995,3,7,1,2,1.1819,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,4,8,3,0,4,15,0,8,8,3.75,2.8613807855648994,2,True,False,False,False,False,True,False,False,False,True,False
1995-03-07,1995,3,7,1,0,1.1804,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,4,8,3,0,4,15,0,8,8,3.75,2.8613807855648994,0,False,False,False,False,False,True,False,False,False,False,True
1995-03-10,1995,3,10,4,0,1.1661,0,1,2,6,4,9,0,6,6,2.25,2.277608394786075,4,5,7,5,4,21,4,7,3,5.25,1.0897247358851685,0,False,False,False,False,True,False,False,True,False,False,False
1995-03-10,1995,3,10,4,4,1.2155,4,5,5,7,4,21,4,7,3,5.25,1.0897247358851685,4,5,7,5,4,21,4,7,3,5.25,1.0897247358851685,4,True,False,False,True,False,False,False,False,True,False,False
1995-03-10,1995,3,10,4,2,1.1939,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,4,5,7,5,4,21,4,7,3,5.25,1.0897247358851685,2,True,False,False,False,False,True,False,False,False,True,False
1995-03-10,1995,3,10,4,1,1.1804,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,4,5,7,5,4,21,4,7,3,5.25,1.0897247358851685,1,True,False,False,False,False,True,False,False,False,False,True
1995-03-14,1995,3,14,1,0,1.1742,0,2,3,6,4,11,0,6,6,2.75,2.165063509461097,5,8,1,9,4,23,1,9,8,5.75,3.112474899497183,0,False,False,False,False,True,False,False,True,False,False,False
1995-03-14,1995,3,14,1,1,1.1977,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,5,8,1,9,4,23,1,9,8,5.75,3.112474899497183,1,True,False,False,False,False,True,False,False,True,False,False
1995-03-14,1995,3,14,1,0,1.1818,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,5,8,1,9,4,23,1,9,8,5.75,3.112474899497183,0,False,False,False,False,False,True,False,False,False,True,False
1995-03-14,1995,3,14,1,4,1.1815,1,5,8,9,4,23,1,9,8,5.75,3.112474899497183,5,8,1,9,4,23,1,9,8,5.75,3.112474899497183,4,True,False,False,True,False,False,False,False,False,False,True
1995-03-17,1995,3,17,4,1,1.1426,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,7,5,2,1,4,15,1,7,6,3.75,2.384848003542364,1,True,False,False,False,True,False,False,True,False,False,False
1995-03-17,1995,3,17,4,4,1.2222,1,2,5,7,4,15,1,7,6,3.75,2.384848003542364,7,5,2,1,4,15,1,7,6,3.75,2.384848003542364,4,True,False,False,True,False,False,False,False,True,False,False
1995-03-17,1995,3,17,4,2,1.2,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,7,5,2,1,4,15,1,7,6,3.75,2.384848003542364,2,True,False,False,False,False,True,False,False,False,True,False
1995-03-17,1995,3,17,4,2,1.1764,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,7,5,2,1,4,15,1,7,6,3.75,2.384848003542364,2,True,False,False,False,False,True,False,False,False,False,True
1995-03-21,1995,3,21,1,3,1.1187,0,3,4,8,4,15,0,8,8,3.75,2.8613807855648994,4,7,0,3,4,14,0,7,7,3.5,2.5,3,True,False,False,False,True,False,False,True,False,False,False
1995-03-21,1995,3,21,1,4,1.2302,0,3,4,7,4,14,0,7,7,3.5,2.5,4,7,0,3,4,14,0,7,7,3.5,2.5,4,True,False,False,True,False,False,False,False,True,False,False
1995-03-21,1995,3,21,1,2,1.1976,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,4,7,0,3,4,14,0,7,7,3.5,2.5,2,True,False,False,False,False,True,False,False,False,True,False
1995-03-21,1995,3,21,1,3,1.184,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,4,7,0,3,4,14,0,7,7,3.5,2.5,3,True,False,False,False,False,True,False,False,False,False,True
1995-03-24,1995,3,24,4,1,1.0958,1,5,8,9,4,23,1,9,8,5.75,3.112474899497183,9,7,7,6,4,29,6,9,3,7.25,1.0897247358851685,1,True,False,False,False,True,False,False,True,False,False,False
1995-03-24,1995,3,24,4,4,1.2132,6,7,7,9,4,29,6,9,3,7.25,1.0897247358851685,9,7,7,6,4,29,6,9,3,7.25,1.0897247358851685,4,True,False,False,True,False,False,False,False,True,False,False
1995-03-24,1995,3,24,4,0,1.1952,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,9,7,7,6,4,29,6,9,3,7.25,1.0897247358851685,0,False,False,False,False,False,True,False,False,False,True,False
1995-03-24,1995,3,24,4,2,1.1828,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,9,7,7,6,4,29,6,9,3,7.25,1.0897247358851685,2,True,False,False,False,False,True,False,False,False,False,True
1995-03-28,1995,3,28,1,4,1.2088,1,4,6,9,4,20,1,9,8,5.0,2.9154759474226504,6,9,4,1,4,20,1,9,8,5.0,2.9154759474226504,4,True,False,True,False,False,False,False,True,False,False,False
1995-03-28,1995,3,28,1,1,1.1952,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,6,9,4,1,4,20,1,9,8,5.0,2.9154759474226504,1,True,False,False,False,False,True,False,False,True,False,False
1995-03-28,1995,3,28,1,1,1.1791,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,6,9,4,1,4,20,1,9,8,5.0,2.9154759474226504,1,True,False,False,False,False,True,False,False,False,True,False
1995-03-28,1995,3,28,1,3,1.1699,0,1,4,9,4,14,0,9,9,3.5,3.5,6,9,4,1,4,20,1,9,8,5.0,2.9154759474226504,3,True,False,False,False,False,True,False,False,False,False,True
1995-03-31,1995,3,31,4,1,1.1353,0,3,5,9,4,17,0,9,9,4.25,3.2691742076555053,8,6,3,4,4,21,3,8,5,5.25,1.920286436967152,1,True,False,False,False,True,False,False,True,False,False,False
1995-03-31,1995,3,31,4,4,1.1982,3,4,6,8,4,21,3,8,5,5.25,1.920286436967152,8,6,3,4,4,21,3,8,5,5.25,1.920286436967152,4,True,False,True,False,False,False,False,False,True,False,False
1995-03-31,1995,3,31,4,1,1.1951,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,8,6,3,4,4,21,3,8,5,5.25,1.920286436967152,1,True,False,False,False,False,True,False,False,False,True,False
1995-03-31,1995,3,31,4,3,1.1842,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,8,6,3,4,4,21,3,8,5,5.25,1.920286436967152,3,True,False,False,False,False,True,False,False,False,False,True
1995-04-04,1995,4,4,1,0,1.1303,1,2,7,9,4,19,1,9,8,4.75,3.344772040064913,5,5,6,0,4,16,0,6,6,4.0,2.345207879911715,0,False,False,False,False,True,False,False,True,False,False,False
1995-04-04,1995,4,4,1,4,1.2479,0,5,5,6,4,16,0,6,6,4.0,2.345207879911715,5,5,6,0,4,16,0,6,6,4.0,2.345207879911715,4,True,False,False,True,False,False,False,False,True,False,False
1995-04-04,1995,4,4,1,2,1.1962,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,5,5,6,0,4,16,0,6,6,4.0,2.345207879911715,2,True,False,False,False,False,True,False,False,False,True,False
1995-04-04,1995,4,4,1,1,1.1846,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,5,5,6,0,4,16,0,6,6,4.0,2.345207879911715,1,True,False,False,False,False,True,False,False,False,False,True
1995-04-07,1995,4,7,4,1,1.1378,0,3,4,7,4,14,0,7,7,3.5,2.5,5,5,8,4,4,22,4,8,4,5.5,1.5,1,True,False,False,False,True,False,False,True,False,False,False
1995-04-07,1995,4,7,4,4,1.2077,4,5,5,8,4,22,4,8,4,5.5,1.5,5,5,8,4,4,22,4,8,4,5.5,1.5,4,True,False,False,True,False,False,False,False,True,False,False
1995-04-07,1995,4,7,4,2,1.1936,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,5,5,8,4,4,22,4,8,4,5.5,1.5,2,True,False,False,False,False,True,False,False,False,True,False
1995-04-07,1995,4,7,4,1,1.1855,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,5,5,8,4,4,22,4,8,4,5.5,1.5,1,True,False,False,False,False,True,False,False,False,False,True
1995-04-11,1995,4,11,1,2,1.1962,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,0,2,2,8,4,12,0,8,8,3.0,3.0,2,True,False,False,False,False,True,False,True,False,False,False
1995-04-11,1995,4,11,1,4,1.2183,0,2,2,8,4,12,0,8,8,3.0,3.0,0,2,2,8,4,12,0,8,8,3.0,3.0,4,True,False,False,True,False,False,False,False,True,False,False
1995-04-11,1995,4,11,1,0,1.1856,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,0,2,2,8,4,12,0,8,8,3.0,3.0,0,False,False,False,False,False,True,False,False,False,True,False
1995-04-11,1995,4,11,1,2,1.1815,2,2,7,9,4,20,2,9,7,5.0,3.082207001484488,0,2,2,8,4,12,0,8,8,3.0,3.0,2,True,False,False,False,False,True,False,False,False,False,True
1995-04-14,1995,4,14,4,1,1.1947,0,2,4,5,4,11,0,5,5,2.75,1.920286436967152,9,8,7,5,4,29,5,9,4,7.25,1.479019945774904,1,True,False,False,False,False,True,False,True,False,False,False
1995-04-14,1995,4,14,4,4,1.2027,5,7,8,9,4,29,5,9,4,7.25,1.479019945774904,9,8,7,5,4,29,5,9,4,7.25,1.479019945774904,4,True,False,False,True,False,False,False,False,True,False,False
1995-04-14,1995,4,14,4,1,1.1856,3,4,6,7,4,20,3,7,4,5.0,1.5811388300841898,9,8,7,5,4,29,5,9,4,7.25,1.479019945774904,1,True,False,False,False,False,True,False,False,False,True,False
